,SpamOrNot,text,spam,ham,prediction,correct
238,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0.08333333333333333,0.4166666666666667,ham,1
239,ham,U don't remember that old commercial?,0.5,0.5,ham,1
240,ham,Too late. I said i have the website. I didn't i have or dont have the slippers,0.006818181818181818,0.49318181818181817,ham,1
241,ham,I asked you to call him now ok,0.5,0.5,ham,1
242,ham,Kallis wont bat in 2nd innings.,0.03125,0.46875,ham,1
243,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0.5,0.5,ham,1
244,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0.453125,0.046875,spam,1
245,ham,Ranjith cal drpd Deeraj and deepak 5min hold,0.0625,0.4375,ham,1
246,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0.01,0.49,ham,1
247,ham,What you doing?how are you?,0.03006872852233677,0.4699312714776632,ham,1
248,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0.125,0.375,ham,1
249,ham,"I'm back, lemme know when you're ready",0.5,0.5,ham,1
250,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,0.03422619047619048,0.46577380952380953,ham,1
251,ham,Mmm so yummy babe ... Nice jolt to the suzy,0.05,0.45,ham,1
252,ham,Where are you lover ? I need you ...,0.01050420168067227,0.4894957983193277,ham,1
253,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,0.5,0.5,ham,0
254,ham,I���m parked next to a MINI!!!! When are you coming in today do you think?,0.5,0.5,ham,1
255,ham,Yup,0.005681818181818182,0.4943181818181818,ham,1
256,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0.008333333333333333,0.49166666666666664,ham,1
257,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0.5,0.5,ham,1
258,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,0.024336283185840708,0.4756637168141593,ham,0
259,ham,Why you Dint come with us.,0.07352941176470588,0.4264705882352941,ham,1
260,ham,Same. Wana plan a trip sometme then,0.014705882352941176,0.4852941176470588,ham,1
261,ham,"Not sure yet, still trying to get a hold of him",0.02784090909090909,0.4721590909090909,ham,1
262,spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,0.5,0.5,ham,0
263,ham,The evo. I just had to download flash. Jealous?,0.07768999247554553,0.42231000752445447,ham,1
264,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,0.49242424242424243,0.007575757575757576,spam,1
265,ham,"Come to mu, we're sorting out our narcotics situation",0.005434782608695652,0.4945652173913043,ham,1
266,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0.028017241379310345,0.47198275862068967,ham,1
267,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0.4772727272727273,0.022727272727272728,spam,1
268,ham,"Usf I guess, might as well take 1 car",0.020833333333333332,0.4791666666666667,ham,1
269,ham,No objection. My bf not coming.,0.5,0.5,ham,1
270,ham,Thanx...,0.007575757575757576,0.49242424242424243,ham,1
271,ham,Tell rob to mack his gf in the theater,0.05935251798561151,0.44064748201438847,ham,1
272,ham,"Awesome, I'll see you in a bit",0.0125,0.4875,ham,1
273,ham,Just sent it. So what type of food do you like?,0.10551075268817205,0.39448924731182794,ham,1
274,ham,All done? All handed in? Celebrations in full swing yet?,0.0552536231884058,0.4447463768115942,ham,1
275,ham,You got called a tool?,0.06634701159678859,0.4336529884032114,ham,1
276,ham,\Wen u miss someone,0.5,0.5,ham,1
277,ham,Ok. I asked for money how far,0.5,0.5,ham,1
278,ham,Okie...,0.0125,0.4875,ham,1
279,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0.008522727272727272,0.4914772727272727,ham,1
280,ham,"K, I might come by tonight then if my class lets out early",0.5,0.5,ham,1
281,ham,Ok..,0.5,0.5,ham,1
282,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0.5,0.5,ham,1
283,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0.5,0.5,ham,1
284,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0.06707317073170732,0.4329268292682927,ham,1
285,ham,Hey you told your name to gautham ah?,0.024336283185840708,0.4756637168141593,ham,1
286,ham,Haf u found him? I feel so stupid da v cam was working.,0.010416666666666666,0.4895833333333333,ham,1
287,ham,Oops. 4 got that bit.,0.022727272727272728,0.4772727272727273,ham,1
288,ham,Are you this much buzy,0.08131313131313131,0.41868686868686866,ham,1
289,ham,I accidentally deleted the message. Resend please.,0.5,0.5,ham,1
290,spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,0.5,0.5,ham,0
291,ham,Unless it's a situation where YOU GO GURL would be more appropriate,0.025,0.475,ham,1
292,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0.010869565217391304,0.4891304347826087,ham,1
293,ham,I cant pick the phone right now. Pls send a message,0.5,0.5,ham,1
294,ham,Need a coffee run tomo?Can't believe it's that time of week already,0.03106508875739645,0.46893491124260356,ham,1
295,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0.0125,0.4875,ham,1
296,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0.019736842105263157,0.48026315789473684,ham,1
297,ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,0.5,0.5,ham,1
298,ham,He is a womdarfull actor,0.5,0.5,ham,1
299,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",0.3146551724137931,0.1853448275862069,spam,1
300,ham,Yup... From what i remb... I think should be can book... ,0.005681818181818182,0.4943181818181818,ham,1
301,ham,Jos ask if u wana meet up?,0.125,0.375,ham,1
302,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0.0033333333333333335,0.49666666666666665,ham,1
303,spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",0.4583333333333333,0.041666666666666664,spam,1
304,ham,Where are the garage keys? They aren't on the bookshelf,0.01050420168067227,0.4894957983193277,ham,1
305,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0.06677018633540373,0.4332298136645963,ham,1
306,spam,"Think ur smart ? Win �200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",0.016917293233082706,0.4830827067669173,ham,0
307,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,0.5,0.5,ham,1
308,ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",0.5,0.5,ham,1
309,ham,You made my day. Do have a great day too.,0.06634701159678859,0.4336529884032114,ham,1
310,ham,K.k:)advance happy pongal.,0.5,0.5,ham,1
311,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",0.017857142857142856,0.48214285714285715,ham,1
312,ham,"Not really dude, have no friends i'm afraid :(",0.02784090909090909,0.4721590909090909,ham,1
313,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,0.4583333333333333,0.041666666666666664,spam,1
314,ham,"Coffee cake, i guess...",0.027777777777777776,0.4722222222222222,ham,1
315,ham,"Merry Christmas to you too babe, i love ya *kisses*",0.022727272727272728,0.4772727272727273,ham,1
316,ham,Hey... Why dont we just go watch x men and have lunch... Haha ,0.024336283185840708,0.4756637168141593,ham,1
317,ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,0.05,0.45,ham,1
318,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,0.022688356164383562,0.4773116438356164,ham,1
319,ham,No problem. How are you doing?,0.5,0.5,ham,1
320,ham,No calls..messages..missed calls,0.5,0.5,ham,1
321,ham,Hi da:)how is the todays class?,0.5,0.5,ham,1
322,ham,"I'd say that's a good sign but, well, you know my track record at reading women",0.5,0.5,ham,1
323,ham,"Cool, text me when you're parked",0.029069767441860465,0.47093023255813954,ham,1
324,ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,0.5,0.5,ham,1
325,ham,K.k:)apo k.good movie.,0.5,0.5,ham,1
326,ham,Maybe i could get book out tomo then return it immediately ..? Or something.,0.03787878787878788,0.4621212121212121,ham,1
327,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,0.3002533783783784,0.19974662162162163,spam,1
328,ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,0.09444444444444444,0.40555555555555556,ham,1
329,spam,Valentines Day Special! Win over �1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,0.125,0.375,ham,0
330,ham,"Ta-Daaaaa! I am home babe, are you still up ?",0.5,0.5,ham,1
331,ham,Cool. So how come you havent been wined and dined before?,0.029069767441860465,0.47093023255813954,ham,1
332,ham,Just sleeping..and surfing,0.10551075268817205,0.39448924731182794,ham,1
333,ham,"Sorry, I'll call later",0.010869565217391304,0.4891304347826087,ham,1
334,ham,U calling me right? Call my hand phone...,0.5,0.5,ham,1
335,ham,Ok that's great thanx a lot.,0.5,0.5,ham,1
336,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,0.5,0.5,ham,1
337,ham,Where u been hiding stranger?,0.01050420168067227,0.4894957983193277,ham,1
338,ham,Am not interested to do like that.,0.5,0.5,ham,1
339,ham,My sister cleared two round in birla soft yesterday.,0.5,0.5,ham,1
340,ham,Gudnite....tc...practice going on,0.0625,0.4375,ham,1
341,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,0.04032258064516129,0.4596774193548387,ham,1
342,ham,One small prestige problem now.,0.024147727272727272,0.4758522727272727,ham,1
343,spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,0.31666666666666665,0.18333333333333332,spam,1
344,ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0.10551075268817205,0.39448924731182794,ham,1
345,ham,"Nah can't help you there, I've never had an iphone",0.022727272727272728,0.4772727272727273,ham,1
346,ham,If you're not in my car in an hour and a half I'm going apeshit,0.5,0.5,ham,1
347,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0.06677018633540373,0.4332298136645963,ham,1
348,ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,0.5,0.5,ham,1
349,ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,0.5,0.5,ham,1
350,ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",0.025,0.475,ham,1
351,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0.453125,0.046875,spam,1
352,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,0.5,0.5,ham,0
353,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0.5,0.5,ham,1
354,ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",0.041666666666666664,0.4583333333333333,ham,1
355,ham,Ha ha cool cool chikku chikku:-):-DB-),0.5,0.5,ham,1
356,ham,Oh ok no prob..,0.5,0.5,ham,1
357,ham,Check audrey's status right now,0.05625,0.44375,ham,1
358,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0.056818181818181816,0.4431818181818182,ham,1
359,ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",0.02540650406504065,0.47459349593495936,ham,1
360,ham,Well i know Z will take care of me. So no worries.,0.022916666666666665,0.47708333333333336,ham,1
361,spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",0.4166666666666667,0.08333333333333333,spam,1
362,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,0.03024193548387097,0.46975806451612906,ham,0
363,ham,Wat uniform? In where get?,0.006944444444444444,0.4930555555555556,ham,1
364,ham,"Cool, text me when you're ready",0.029069767441860465,0.47093023255813954,ham,1
365,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0.041666666666666664,0.4583333333333333,ham,1
366,ham,I will spoil you in bed as well :),0.5,0.5,ham,1
367,ham,I'm going for bath will msg you next  &lt;#&gt;  min..,0.5,0.5,ham,1
368,ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,0.5,0.5,ham,1
369,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",0.10064935064935066,0.3993506493506494,ham,0
370,ham,Can you say what happen,0.03237791932059447,0.4676220806794055,ham,1
371,ham,You could have seen me..i did't recognise you Face.:),0.06634701159678859,0.4336529884032114,ham,1
372,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,0.022916666666666665,0.47708333333333336,ham,1
373,ham,Keep my payasam there if rinu brings,0.04642857142857143,0.4535714285714285,ham,1
374,ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0.5,0.5,ham,1
375,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0.5,0.5,ham,1
376,ham,"Yeah sure, give me a couple minutes to track down my wallet",0.008522727272727272,0.4914772727272727,ham,1
377,ham,Hey leave it. not a big deal:-) take care.,0.024336283185840708,0.4756637168141593,ham,1
378,ham,Hey i will be late ah... Meet you at 945+,0.024336283185840708,0.4756637168141593,ham,1
379,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",0.3645833333333333,0.13541666666666666,spam,1
380,ham,It took Mr owl 3 licks,0.5,0.5,ham,1
381,ham,Customer place i will call you.,0.4194915254237288,0.08050847457627118,spam,0
382,ham,Mm that time you dont like fun,0.5,0.5,ham,1
383,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,0.4375,0.0625,spam,1
384,ham,Yup having my lunch buffet now.. U eat already?,0.005681818181818182,0.4943181818181818,ham,1
385,ham,Huh so late... Fr dinner?,0.011904761904761904,0.4880952380952381,ham,1
386,ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,0.024336283185840708,0.4756637168141593,ham,1
387,ham,Morning only i can ok.,0.003125,0.496875,ham,1
388,ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0.10336538461538461,0.39663461538461536,ham,1
389,ham,Pick you up bout 7.30ish? What time are  and that going?,0.017361111111111112,0.4826388888888889,ham,1
390,ham,From here after The performance award is calculated every two month.not for current one month period..,0.2307017543859649,0.26929824561403504,ham,1
391,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,0.020474137931034482,0.4795258620689655,ham,1
392,ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",0.06634701159678859,0.4336529884032114,ham,1
393,ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",0.02540650406504065,0.47459349593495936,ham,1
394,ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,0.017857142857142856,0.48214285714285715,ham,1
395,spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x�150pw to e�nd txt stop",0.39385964912280697,0.10614035087719298,spam,1
396,ham,Dear how is chechi. Did you talk to her,0.06707317073170732,0.4329268292682927,ham,1
397,ham,The hair cream has not been shipped.,0.07768999247554553,0.42231000752445447,ham,1
398,ham,None of that's happening til you get here though,0.025,0.475,ham,1
399,ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",0.022727272727272728,0.4772727272727273,ham,1
400,ham,"Haha get used to driving to usf man, I know a lot of stoners",0.004807692307692308,0.4951923076923077,ham,1
401,ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0.0552536231884058,0.4447463768115942,ham,1
402,ham,Hello! Good week? Fancy a drink or something later?,0.041666666666666664,0.4583333333333333,ham,1
403,ham,Headin towards busetop,0.08333333333333333,0.4166666666666667,ham,1
404,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0.17783505154639176,0.32216494845360827,ham,1
405,ham,Come by our room at some point so we can iron out the plan for this weekend,0.005434782608695652,0.4945652173913043,ham,1
406,ham,Cos i want it to be your thing,0.003246753246753247,0.4967532467532468,ham,1
407,ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",0.125,0.375,ham,1
408,ham,Bring home some Wendy =D,0.009259259259259259,0.49074074074074076,ham,1
409,spam,100 dating service cal;l 09064012103 box334sk38ch,0.48214285714285715,0.017857142857142856,spam,1
410,ham,Whatsup there. Dont u want to sleep,0.08333333333333333,0.4166666666666667,ham,1
411,ham,Alright i have a new goal now,0.01,0.49,ham,1
412,spam,FREE entry into our �250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,0.39385964912280697,0.10614035087719298,spam,1
413,ham,"Alright, I'll head out in a few minutes, text me where to meet you",0.01,0.49,ham,1
414,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,0.17625,0.32375,ham,0
415,ham,Yes:)from last week itself i'm taking live call.,0.10336538461538461,0.39663461538461536,ham,1
416,spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,0.11507936507936507,0.38492063492063494,ham,0
417,ham,Siva is in hostel aha:-.,0.08333333333333333,0.4166666666666667,ham,1
418,spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,0.4471830985915493,0.0528169014084507,spam,1
419,ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,0.17625,0.32375,ham,1
420,ham,Ok. She'll be ok. I guess,0.5,0.5,ham,1
421,ham,aathi..where are you dear..,0.03571428571428571,0.4642857142857143,ham,1
422,ham,Any pain on urination any thing else?,0.09444444444444444,0.40555555555555556,ham,1
423,ham,7 at esplanade.. Do �_ mind giving me a lift cos i got no car today..,0.5,0.5,ham,1
424,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0.5,0.5,ham,1
425,ham,At home watching tv lor.,0.5,0.5,ham,1
426,ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,0.05303030303030303,0.44696969696969696,ham,1
427,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,0.2625,0.2375,spam,1
428,ham,Booked ticket for pongal?,0.022727272727272728,0.4772727272727273,ham,1
429,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,0.06634701159678859,0.4336529884032114,ham,1
430,ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,0.07768999247554553,0.42231000752445447,ham,1
431,ham,"Ask g or iouri, I've told the story like ten times already",0.002777777777777778,0.49722222222222223,ham,1
432,ham,How long does applebees fucking take,0.013578274760383386,0.48642172523961663,ham,1
433,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",0.5,0.5,ham,1
434,ham,But i have to. I like to have love and arrange.,0.008484162895927601,0.4915158371040724,ham,1
435,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0.10336538461538461,0.39663461538461536,ham,1
436,ham,You were supposed to wake ME up &gt;:(,0.06634701159678859,0.4336529884032114,ham,1
437,ham,Oic... I saw him too but i tot he din c me... I found a group liao...,0.0625,0.4375,ham,1
438,ham,"Sorry, I'll call later",0.010869565217391304,0.4891304347826087,ham,1
439,ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,0.5,0.5,ham,1
440,ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0.010869565217391304,0.4891304347826087,ham,1
441,ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",0.022916666666666665,0.47708333333333336,ham,1
442,ham,I wont get concentration dear you know you are my mind and everything :-),0.5,0.5,ham,1
443,ham,LOL ... Have you made plans for new years?,0.0033333333333333335,0.49666666666666665,ham,1
444,ham,10 min later k...,0.5,0.5,ham,1
445,ham,hanks lotsly!,0.125,0.375,ham,1
446,ham,Thanks for this hope you had a good day today,0.10064935064935066,0.3993506493506494,ham,1
447,ham,K:)k:)what are detail you want to transfer?acc no enough?,0.5,0.5,ham,1
448,ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,0.5,0.5,ham,1
449,spam,"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0.225,0.275,ham,0
450,ham,Si si. I think ill go make those oreo truffles.,0.5,0.5,ham,1
451,ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON��T LIKE ME LIKE THAT SO DON��T WORRY.",0.0546875,0.4453125,ham,1
452,ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0.5,0.5,ham,1
453,ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",0.5,0.5,ham,1
454,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0.01293103448275862,0.4870689655172414,ham,1
455,ham,Where did u go? My phone is gonna die you have to stay in here,0.01050420168067227,0.4894957983193277,ham,1
456,ham,Great. Never been better. Each day gives even more reasons to thank God,0.04956896551724138,0.4504310344827586,ham,1
457,spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",0.375,0.125,spam,1
458,ham,"Sorry, I'll call later ok bye",0.010869565217391304,0.4891304347826087,ham,1
459,ham,Ok i am on the way to railway,0.5,0.5,ham,1
460,ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),0.04956896551724138,0.4504310344827586,ham,1
461,ham,They don't put that stuff on the roads to keep it from getting slippery over there?,0.06066176470588235,0.43933823529411764,ham,1
462,ham,When are you going to ride your bike?,0.020833333333333332,0.4791666666666667,ham,1
463,ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",0.005681818181818182,0.4943181818181818,ham,1
464,ham,There are many company. Tell me the language.,0.03540772532188841,0.4645922746781116,ham,1
465,spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,0.375,0.125,spam,1
466,ham,"How long has it been since you screamed, princess?",0.013578274760383386,0.48642172523961663,ham,1
467,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",0.057692307692307696,0.4423076923076923,ham,1
468,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,0.0782051282051282,0.4217948717948718,ham,0
469,ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),0.003968253968253968,0.49603174603174605,ham,1
470,ham,Ok I'm gonna head up to usf in like fifteen minutes,0.5,0.5,ham,1
471,ham,Love you aathi..love u lot..,0.025,0.475,ham,1
472,ham,Tension ah?what machi?any problem?,0.08333333333333333,0.4166666666666667,ham,1
473,ham,"K, can I pick up another 8th when you're done?",0.5,0.5,ham,1
474,ham,When're you guys getting back? G said you were thinking about not staying for mcr,0.020833333333333332,0.4791666666666667,ham,1
475,ham,"Almost there, see u in a sec",0.017857142857142856,0.48214285714285715,ham,1
476,ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0.5,0.5,ham,1
477,ham,Watching tv lor...,0.007142857142857143,0.4928571428571429,ham,1
478,ham,Thank you baby! I cant wait to taste the real thing...,0.025,0.475,ham,1
479,ham,You should change your fb to jaykwon thuglyfe falconerf,0.06634701159678859,0.4336529884032114,ham,1
480,ham,If we win its really no 1 side for long time.,0.5,0.5,ham,1
